booking_id,booking_time,status,promo_code,passenger_id,ride_id
92,2024-06-07 17:46:24.585057,Completed,,33,72.0
93,2024-12-22 03:53:24.585057,Completed,PROMO1004,176,73.0
94,2025-02-09 10:58:24.585057,Completed,PROMO1002,176,74.0
95,2025-04-10 14:37:24.585057,Completed,,192,75.0
96,2024-10-19 20:07:24.585057,Completed,PROMO1009,44,76.0
97,2024-10-16 15:09:24.585057,Completed,,126,77.0
98,2024-12-10 14:44:24.585057,Completed,PROMO1014,3,78.0
99,2024-11-04 10:27:24.585057,Completed,,86,79.0
100,2025-03-06 19:18:24.585057,Completed,,18,80.0
101,2024-05-17 03:32:24.585057,Completed,PROMO1004,141,81.0
102,2024-10-02 06:44:24.585057,Completed,,131,82.0
103,2024-11-25 23:38:24.585057,Cancelled,PROMO1007,46,
104,2024-11-05 10:27:24.585057,Cancelled,,188,
105,2024-10-29 18:30:24.585057,Cancelled,PROMO1008,99,
106,2024-09-26 00:54:24.585057,Completed,PROMO1009,102,83.0
107,2024-12-08 20:13:24.585057,Completed,PROMO1011,194,84.0
108,2025-01-28 19:48:24.585057,Completed,,22,85.0
109,2025-02-17 16:08:24.585057,Completed,,72,86.0
110,2024-08-20 10:33:24.585057,Completed,PROMO1012,89,87.0
111,2024-10-26 17:52:24.585057,Completed,,61,88.0
112,2024-06-01 03:52:24.585057,Completed,PROMO1013,77,89.0
113,2024-11-28 20:02:24.585057,Completed,,8,90.0
114,2024-08-30 10:55:24.585057,Completed,PROMO1002,174,91.0
115,2024-10-15 02:35:24.585057,Completed,,9,92.0
116,2024-08-02 05:24:24.585057,Completed,,125,93.0
117,2024-04-16 22:39:24.585057,Completed,,14,94.0
118,2024-05-14 15:59:24.585057,Completed,,131,95.0
119,2025-03-16 00:58:24.585057,Cancelled,,166,
120,2024-07-15 10:48:24.585057,Completed,PROMO1005,176,96.0
121,2024-05-17 21:04:24.585057,Completed,PROMO1003,176,97.0
122,2024-12-30 20:27:24.585057,Completed,,137,98.0
123,2024-04-19 17:45:24.585057,Completed,,10,99.0
124,2025-01-14 16:02:24.585057,Completed,PROMO1005,55,100.0
125,2024-07-09 20:49:24.585057,Cancelled,,174,
126,2024-10-19 09:15:24.585057,Cancelled,,40,
127,2024-11-15 15:22:24.585057,Cancelled,PROMO1012,102,
128,2024-06-04 11:54:24.585057,Cancelled,PROMO1006,127,
129,2025-02-21 17:14:24.585057,Completed,,92,101.0
130,2024-05-07 18:04:24.585057,Completed,,74,102.0
131,2024-07-02 20:35:24.585057,Completed,,136,103.0
132,2024-05-17 18:16:24.585057,Completed,,14,104.0
133,2024-05-22 13:17:24.585057,Completed,,106,105.0
134,2025-02-21 18:48:24.585057,Completed,PROMO1002,167,106.0
135,2025-01-10 17:01:24.585057,Completed,PROMO1000,36,107.0
136,2025-01-25 00:10:24.585057,Completed,,99,108.0
137,2024-12-10 22:02:24.585057,Completed,PROMO1000,62,109.0
138,2024-08-05 16:20:24.585057,Completed,,43,110.0
139,2024-11-05 00:23:24.585057,Completed,PROMO1010,63,111.0
140,2025-02-21 14:03:24.585057,Completed,PROMO1003,160,112.0
141,2024-05-22 13:29:24.585057,Cancelled,,26,
142,2025-01-13 20:16:24.585057,Completed,,181,113.0
143,2025-02-27 22:35:24.585057,Completed,PROMO1011,55,114.0
144,2024-10-20 11:35:24.585057,Completed,PROMO1009,140,115.0
145,2025-01-10 02:39:24.585057,Completed,PROMO1002,150,116.0
146,2024-10-06 16:30:24.585057,Completed,,111,117.0
147,2024-10-25 02:29:24.585057,Completed,,168,118.0
148,2025-03-23 05:10:24.585057,Completed,,197,119.0
149,2025-03-01 15:00:24.585057,Cancelled,PROMO1006,70,
150,2024-06-23 19:55:24.585057,Completed,,53,120.0
151,2024-11-25 23:38:24.585057,Completed,PROMO1010,114,121.0
152,2024-06-30 08:35:24.585057,Completed,,179,122.0
153,2025-02-04 15:21:24.585057,Completed,,97,123.0
154,2025-02-21 22:08:24.585057,Completed,,51,124.0
155,2025-01-14 10:50:24.585057,Completed,,119,125.0
156,2024-06-10 13:40:24.585057,Cancelled,,72,
157,2024-11-02 06:37:24.585057,Cancelled,,59,
158,2024-08-09 21:40:24.585057,Completed,,27,126.0
159,2025-02-15 05:18:24.585057,Completed,,12,127.0
160,2025-03-14 12:50:24.585057,Cancelled,,155,
161,2024-05-11 19:16:24.585057,Completed,,28,128.0
162,2025-03-20 00:41:24.585057,Cancelled,,39,
163,2024-11-06 17:49:24.585057,Cancelled,,75,
164,2024-06-26 13:31:24.585057,Completed,,68,129.0
165,2024-06-26 06:12:24.585057,Completed,PROMO1003,55,130.0
166,2025-01-01 09:31:24.585057,Completed,,129,131.0
167,2025-01-06 04:09:24.585057,Completed,,123,132.0
168,2024-06-06 21:54:24.585057,Completed,PROMO1004,107,133.0
169,2024-09-18 04:02:24.585057,Completed,PROMO1008,41,134.0
170,2024-04-21 03:18:24.585057,Completed,PROMO1014,11,135.0
171,2024-07-02 01:29:24.585057,Completed,PROMO1006,133,136.0
172,2025-02-07 13:08:24.585057,Completed,,54,137.0
173,2024-10-27 16:10:24.585057,Completed,PROMO1014,62,138.0
174,2024-10-17 03:53:24.585057,Completed,PROMO1004,54,139.0
175,2025-01-31 15:57:24.585057,Completed,,127,140.0
176,2024-10-22 22:27:24.585057,Completed,,10,141.0
177,2024-12-13 05:57:24.585057,Completed,,173,142.0
178,2025-04-11 12:50:24.585057,Cancelled,PROMO1001,176,
179,2025-02-28 06:47:24.585057,Completed,,61,143.0
180,2024-05-19 10:43:24.585057,Cancelled,,83,
181,2024-10-21 05:26:24.585057,Completed,PROMO1011,3,144.0
182,2024-08-20 08:01:24.585057,Completed,PROMO1011,173,145.0
183,2024-06-25 05:23:24.585057,Cancelled,PROMO1009,49,
184,2024-08-03 19:52:24.585057,Completed,PROMO1005,170,146.0
185,2024-04-23 18:58:24.585057,Completed,,88,147.0
186,2025-01-04 09:13:24.585057,Completed,,145,148.0
187,2024-04-22 14:20:24.585057,Completed,,113,149.0
188,2025-01-09 03:31:24.585057,Completed,,199,150.0
189,2024-09-06 23:55:24.585057,Cancelled,PROMO1008,185,
190,2024-05-31 07:29:24.585057,Completed,PROMO1000,43,151.0
191,2024-09-04 01:03:24.585057,Completed,,95,152.0
192,2024-12-21 23:04:24.585057,Completed,,198,153.0
193,2024-05-25 07:37:24.585057,Completed,,178,154.0
194,2024-12-14 13:25:24.585057,Completed,PROMO1003,124,155.0
195,2024-12-14 07:27:24.585057,Completed,,137,156.0
196,2024-08-06 19:00:24.585057,Completed,PROMO1009,68,157.0
197,2024-12-28 02:03:24.585057,Cancelled,,88,
198,2025-04-06 11:09:24.585057,Cancelled,,89,
199,2024-05-30 07:28:24.585057,Completed,,124,158.0
200,2024-10-14 18:31:24.585057,Completed,,112,159.0
201,2024-04-20 04:04:24.585057,Completed,,41,160.0
202,2024-10-20 23:38:24.585057,Cancelled,PROMO1009,137,
203,2024-09-19 10:44:24.585057,Completed,PROMO1009,87,161.0
204,2025-01-23 04:26:24.585057,Cancelled,,35,
205,2024-09-02 10:05:24.585057,Completed,,148,162.0
206,2025-02-22 03:33:24.585057,Completed,,37,163.0
207,2024-06-01 11:18:24.585057,Completed,PROMO1012,98,164.0
208,2025-02-05 01:11:24.585057,Completed,,187,165.0
209,2025-04-07 12:12:24.585057,Cancelled,,19,
210,2024-05-15 07:58:24.585057,Completed,,17,166.0
211,2024-11-09 21:36:24.585057,Completed,,31,167.0
212,2024-11-01 19:46:24.585057,Completed,,146,168.0
213,2024-05-16 10:07:24.585057,Completed,PROMO1000,67,169.0
214,2024-09-12 09:26:24.585057,Completed,,157,170.0
215,2024-09-23 18:30:24.585057,Cancelled,PROMO1009,95,
216,2024-11-23 08:31:24.585057,Completed,,67,171.0
217,2024-05-25 10:33:24.585057,Cancelled,,164,
218,2025-01-21 18:27:24.585057,Cancelled,PROMO1009,98,
219,2024-09-14 20:41:24.585057,Completed,,55,172.0
220,2024-07-06 02:49:24.585057,Completed,,42,173.0
221,2024-10-21 02:01:24.585057,Completed,,150,174.0
222,2025-02-14 18:15:24.585057,Completed,PROMO1006,181,175.0
223,2024-10-15 10:48:24.585057,Cancelled,,62,
224,2024-07-08 04:47:24.585057,Completed,PROMO1006,112,176.0
225,2025-03-02 08:49:24.585057,Completed,,60,177.0
226,2024-04-23 02:23:24.585057,Completed,,98,178.0
227,2025-03-26 19:47:24.585057,Completed,PROMO1005,102,179.0
228,2025-01-31 08:29:24.585057,Completed,,123,180.0
229,2024-09-12 01:09:24.585057,Completed,,65,181.0
230,2024-11-06 04:25:24.585057,Completed,,101,182.0
231,2024-07-29 11:01:24.585057,Completed,,84,183.0
232,2024-09-06 03:05:24.585057,Completed,,26,184.0
233,2025-04-02 21:52:24.585057,Completed,,173,185.0
234,2025-02-21 11:09:24.585057,Completed,,84,186.0
235,2024-04-17 01:15:24.585057,Completed,,122,187.0
236,2024-05-25 22:42:24.585057,Cancelled,,108,
237,2024-06-20 05:43:24.585057,Completed,,193,188.0
238,2024-07-23 20:22:24.585057,Completed,PROMO1000,171,189.0
239,2024-06-26 03:04:24.585057,Cancelled,,115,
240,2024-06-29 15:52:24.585057,Completed,,176,190.0
241,2025-02-04 23:59:24.585057,Completed,,196,191.0
242,2025-01-01 01:52:24.585057,Completed,,58,192.0
243,2024-07-24 20:15:24.585057,Completed,PROMO1005,60,193.0
244,2024-08-08 04:11:24.585057,Completed,,46,194.0
245,2024-09-23 01:49:24.585057,Cancelled,PROMO1010,92,
246,2025-04-02 18:24:24.585057,Completed,,50,195.0
247,2024-08-08 16:21:24.585057,Cancelled,,185,
248,2024-12-29 07:50:24.585057,Completed,,91,196.0
249,2024-12-08 17:50:24.585057,Completed,PROMO1008,114,197.0
250,2025-01-14 07:11:24.585057,Completed,,161,198.0
251,2024-12-05 04:53:24.585057,Completed,PROMO1013,189,199.0
252,2024-06-22 13:25:24.585057,Completed,,36,200.0
253,2024-07-29 09:03:24.585057,Completed,,89,201.0
254,2024-04-21 00:36:24.585057,Cancelled,,3,
255,2024-09-16 01:21:24.585057,Completed,,2,202.0
256,2025-04-03 00:44:24.585057,Cancelled,,24,
257,2025-02-16 07:11:24.585057,Completed,,174,203.0
258,2024-11-08 17:21:24.585057,Completed,PROMO1009,24,204.0
259,2025-03-27 12:02:24.585057,Completed,PROMO1011,58,205.0
260,2025-01-12 06:13:24.585057,Completed,,167,206.0
261,2025-03-27 09:22:24.585057,Completed,,47,207.0
262,2024-10-28 06:46:24.585057,Completed,PROMO1004,67,208.0
263,2024-09-27 19:07:24.585057,Completed,,147,209.0
264,2024-05-22 05:36:24.585057,Cancelled,PROMO1010,35,
265,2025-03-22 13:37:24.585057,Completed,PROMO1001,68,210.0
266,2024-08-06 19:57:24.585057,Completed,PROMO1012,78,211.0
267,2025-01-29 12:12:24.585057,Completed,PROMO1005,73,212.0
268,2024-07-02 11:45:24.585057,Completed,,194,213.0
269,2025-03-09 22:26:24.585057,Completed,,4,214.0
270,2024-05-16 18:29:24.585057,Completed,,142,215.0
271,2024-12-22 05:55:24.585057,Cancelled,,17,
272,2024-08-12 06:01:24.585057,Completed,PROMO1010,68,216.0
273,2024-10-01 07:45:24.585057,Completed,,46,217.0
274,2024-09-20 11:35:24.585057,Cancelled,,15,
275,2025-03-03 10:17:24.585057,Completed,,109,218.0
276,2024-07-24 08:06:24.585057,Completed,,138,219.0
277,2024-10-25 09:11:24.585057,Completed,,58,220.0
278,2025-02-20 07:48:24.585057,Cancelled,,47,
279,2024-04-26 07:26:24.585057,Completed,,191,221.0
280,2025-01-25 16:40:24.585057,Cancelled,,1,
281,2024-08-03 14:00:24.585057,Completed,PROMO1004,164,222.0
282,2024-07-08 06:05:24.585057,Completed,,62,223.0
283,2025-02-25 16:57:24.585057,Completed,,142,224.0
284,2024-09-20 03:28:24.585057,Completed,,66,225.0
285,2025-01-22 14:40:24.585057,Completed,PROMO1013,22,226.0
286,2025-04-12 19:19:24.585057,Completed,PROMO1011,89,227.0
287,2025-02-10 02:53:24.585057,Completed,,5,228.0
288,2024-11-24 16:26:24.585057,Cancelled,,9,
289,2025-01-20 04:15:24.585057,Cancelled,,48,
290,2025-02-26 01:21:24.585057,Completed,,180,229.0
291,2025-03-11 17:42:24.585057,Completed,PROMO1014,173,230.0
292,2025-03-17 10:43:24.585057,Completed,PROMO1012,100,231.0
293,2024-05-13 09:18:24.585057,Completed,,145,232.0
294,2024-07-13 04:53:24.585057,Completed,,37,233.0
295,2024-08-16 07:31:24.585057,Cancelled,,45,
296,2025-01-17 12:52:24.585057,Cancelled,,164,
297,2025-02-07 18:08:24.585057,Completed,,160,234.0
298,2025-02-09 00:13:24.585057,Completed,PROMO1009,160,235.0
299,2024-11-04 22:21:24.585057,Cancelled,,142,
300,2025-02-24 15:03:24.585057,Cancelled,PROMO1008,39,
301,2024-05-13 01:30:24.585057,Cancelled,,180,
302,2025-03-05 10:27:24.585057,Completed,PROMO1008,91,236.0
303,2024-09-30 22:35:24.585057,Cancelled,,135,
304,2025-03-13 06:03:24.585057,Completed,,146,237.0
305,2024-06-26 01:40:24.585057,Completed,,7,238.0
306,2025-01-12 01:00:24.585057,Completed,,66,239.0
307,2024-05-14 15:59:24.585057,Completed,,133,240.0
308,2025-02-26 05:21:24.585057,Completed,PROMO1004,182,241.0
309,2024-05-18 06:37:24.585057,Completed,PROMO1000,69,242.0
310,2024-05-14 01:16:24.585057,Cancelled,PROMO1001,59,
311,2024-08-24 07:41:24.585057,Completed,PROMO1010,72,243.0
312,2024-08-28 10:14:24.585057,Completed,,62,244.0
313,2024-11-21 08:32:24.585057,Completed,PROMO1010,136,245.0
314,2024-06-04 14:46:24.585057,Completed,,117,246.0
315,2024-08-13 16:29:24.585057,Completed,,123,247.0
316,2024-05-09 23:02:24.585057,Completed,,28,248.0
317,2024-12-17 02:23:24.585057,Completed,PROMO1000,66,249.0
318,2024-06-26 05:56:24.585057,Completed,,186,250.0
319,2024-08-13 08:03:24.585057,Completed,,23,251.0
320,2024-05-17 03:26:24.585057,Completed,,63,252.0
321,2024-10-20 23:52:24.585057,Completed,,122,253.0
322,2024-11-10 09:59:24.585057,Completed,,152,254.0
323,2024-08-22 01:34:24.585057,Completed,,6,255.0
324,2024-08-04 13:54:24.585057,Completed,,200,256.0
325,2025-03-06 13:52:24.585057,Cancelled,,67,
326,2024-05-22 19:00:24.585057,Completed,,190,257.0
327,2025-01-24 07:02:24.585057,Completed,PROMO1014,132,258.0
328,2024-09-09 16:40:24.585057,Completed,,81,259.0
329,2024-12-06 20:41:24.585057,Completed,PROMO1008,183,260.0
330,2025-03-15 12:09:24.585057,Cancelled,,104,
331,2025-01-01 21:47:24.585057,Completed,,168,261.0
332,2025-01-10 07:54:24.585057,Completed,,130,262.0
333,2024-12-16 22:21:24.585057,Completed,,182,263.0
334,2024-08-26 12:37:24.585057,Completed,,154,264.0
335,2024-12-31 14:02:24.585057,Cancelled,PROMO1004,48,
336,2024-10-31 05:54:24.585057,Completed,PROMO1013,161,265.0
337,2024-12-22 17:29:24.585057,Completed,,200,266.0
338,2024-10-25 07:37:24.585057,Cancelled,,23,
339,2024-11-27 20:03:24.585057,Completed,,200,267.0
340,2024-07-20 01:44:24.585057,Completed,,166,268.0
341,2024-05-24 03:00:24.585057,Completed,,8,269.0
342,2025-03-05 05:33:24.585057,Completed,,126,270.0
343,2024-09-26 02:59:24.585057,Completed,PROMO1010,60,271.0
344,2024-12-17 09:04:24.585057,Completed,PROMO1001,128,272.0
345,2024-09-28 20:24:24.585057,Completed,,88,273.0
346,2025-02-05 05:21:24.585057,Completed,,23,274.0
347,2024-10-28 08:11:24.585057,Completed,,124,275.0
348,2024-12-22 03:44:24.585057,Completed,,24,276.0
349,2025-03-24 07:54:24.585057,Completed,,60,277.0
350,2025-03-04 22:37:24.585057,Cancelled,PROMO1007,165,
351,2025-04-14 14:37:24.585057,Completed,,15,278.0
352,2024-07-14 11:07:24.585057,Completed,,66,279.0
353,2024-05-13 09:59:24.585057,Completed,PROMO1005,101,280.0
354,2024-04-22 10:52:24.585057,Cancelled,,142,
355,2024-12-28 07:22:24.585057,Completed,,74,281.0
356,2024-05-28 00:30:24.585057,Cancelled,PROMO1007,101,
357,2024-10-17 04:38:24.585057,Completed,PROMO1001,185,282.0
358,2025-01-06 17:52:24.585057,Completed,,30,283.0
359,2024-06-09 04:20:24.585057,Cancelled,PROMO1010,4,
360,2024-12-15 12:46:24.585057,Completed,,22,284.0
361,2025-04-09 16:05:24.585057,Completed,,120,285.0
362,2025-04-01 22:49:24.585057,Completed,,8,286.0
363,2025-03-31 18:30:24.585057,Completed,,23,287.0
364,2024-07-06 16:09:24.585057,Completed,,133,288.0
365,2025-04-16 15:32:24.585057,Cancelled,PROMO1014,115,
366,2024-04-27 05:52:24.585057,Completed,,18,289.0
367,2025-03-16 08:00:24.585057,Completed,,145,290.0
368,2025-01-11 23:21:24.585057,Completed,,72,291.0
369,2024-05-26 11:49:24.585057,Completed,,111,292.0
370,2025-02-08 01:17:24.585057,Cancelled,,147,
371,2024-12-08 10:20:24.585057,Cancelled,,108,
372,2025-01-29 07:51:24.585057,Cancelled,PROMO1007,180,
373,2024-05-30 02:13:24.585057,Completed,PROMO1010,137,293.0
374,2025-01-15 21:27:24.585057,Completed,,124,294.0
375,2024-05-09 13:05:24.585057,Completed,,124,295.0
376,2024-07-24 19:11:24.585057,Completed,,195,296.0
377,2024-10-15 16:58:24.585057,Completed,,24,297.0
378,2024-06-29 07:56:24.585057,Completed,PROMO1009,157,298.0
379,2024-09-18 13:18:24.585057,Cancelled,,90,
380,2024-05-05 21:14:24.585057,Completed,,120,299.0
381,2024-08-03 12:56:24.585057,Completed,,66,300.0
382,2024-05-26 04:56:24.585057,Completed,,152,301.0
383,2024-06-30 20:38:24.585057,Completed,,170,302.0
384,2024-10-04 20:06:24.585057,Cancelled,,66,
385,2025-02-12 18:34:24.585057,Completed,PROMO1014,141,303.0
386,2024-12-08 11:12:24.585057,Completed,,198,304.0
387,2024-12-29 10:58:24.585057,Cancelled,PROMO1010,194,
388,2024-10-09 05:30:24.585057,Completed,,129,305.0
389,2025-01-28 21:39:24.585057,Completed,,42,306.0
390,2025-01-27 23:20:24.585057,Completed,PROMO1014,103,307.0
391,2024-08-05 09:52:24.585057,Completed,,166,308.0
392,2024-11-30 11:29:24.585057,Completed,,99,309.0
393,2024-08-02 08:41:24.585057,Completed,PROMO1001,112,310.0
394,2025-02-05 14:22:24.585057,Completed,PROMO1008,178,311.0
395,2024-06-08 18:27:24.585057,Completed,,191,312.0
396,2024-09-14 11:34:24.585057,Completed,,84,313.0
397,2025-02-11 09:01:24.585057,Completed,,113,314.0
398,2024-10-09 20:49:24.585057,Completed,,15,315.0
399,2025-03-02 03:34:24.585057,Completed,,176,316.0
400,2024-11-01 21:38:24.585057,Completed,PROMO1011,153,317.0
401,2024-04-24 13:47:24.585057,Completed,PROMO1012,36,318.0
402,2025-03-19 19:46:24.585057,Completed,,171,319.0
403,2025-01-26 17:30:24.585057,Completed,,192,320.0
404,2024-10-29 05:52:24.585057,Completed,,195,321.0
405,2024-11-22 05:06:24.585057,Completed,,24,322.0
406,2024-07-11 09:34:24.585057,Completed,,43,323.0
407,2024-06-15 17:03:24.585057,Completed,,43,324.0
408,2024-05-14 09:07:24.585057,Completed,PROMO1004,133,325.0
409,2024-06-03 12:42:24.585057,Completed,PROMO1012,122,326.0
410,2024-12-01 01:38:24.585057,Completed,PROMO1011,77,327.0
411,2024-07-24 16:21:24.585057,Completed,,167,328.0
412,2024-05-21 10:18:24.585057,Completed,,98,329.0
413,2025-02-02 07:51:24.585057,Completed,,164,330.0
414,2024-10-26 02:47:24.585057,Completed,,57,331.0
415,2024-08-31 20:11:24.585057,Completed,PROMO1011,141,332.0
416,2024-05-17 19:50:24.585057,Cancelled,PROMO1000,157,
417,2024-07-06 19:42:24.585057,Completed,,195,333.0
418,2024-08-25 20:20:24.585057,Cancelled,PROMO1010,77,
419,2024-06-09 21:05:24.585057,Completed,PROMO1004,156,334.0
420,2024-12-27 15:55:24.585057,Completed,,124,335.0
421,2024-06-04 19:18:24.585057,Completed,,92,336.0
422,2024-10-17 01:29:24.585057,Completed,,69,337.0
423,2024-11-03 11:00:24.585057,Completed,PROMO1009,161,338.0
424,2024-09-20 21:38:24.585057,Completed,,175,339.0
425,2024-08-04 22:29:24.585057,Completed,,131,340.0
426,2025-02-27 16:22:24.585057,Completed,,40,341.0
427,2025-02-14 07:17:24.585057,Cancelled,,37,
428,2024-06-10 07:43:24.585057,Completed,,164,342.0
429,2024-05-21 01:25:24.585057,Completed,PROMO1006,173,343.0
430,2024-09-24 18:29:24.585057,Completed,PROMO1006,48,344.0
431,2024-12-28 03:09:24.585057,Cancelled,,160,
432,2024-09-17 10:24:24.585057,Completed,,18,345.0
433,2024-12-23 00:24:24.585057,Completed,PROMO1005,129,346.0
434,2024-11-14 21:05:24.585057,Cancelled,,25,
435,2024-06-27 10:22:24.585057,Completed,,139,347.0
436,2025-02-12 07:46:24.585057,Completed,,155,348.0
437,2024-04-28 15:27:24.585057,Cancelled,,27,
438,2024-04-18 05:56:24.585057,Completed,PROMO1012,80,349.0
439,2024-05-29 05:48:24.585057,Completed,,54,350.0
440,2024-06-05 13:24:24.585057,Completed,,113,351.0
441,2024-10-10 07:22:24.585057,Completed,PROMO1004,91,352.0
442,2025-01-23 11:02:24.585057,Completed,,186,353.0
443,2024-04-17 11:18:24.585057,Completed,PROMO1004,109,354.0
444,2024-11-28 04:39:24.585057,Completed,,46,355.0
445,2024-09-21 08:35:24.585057,Completed,,186,356.0
446,2024-10-25 16:14:24.585057,Cancelled,,92,
447,2024-09-30 04:00:24.585057,Completed,,108,357.0
448,2024-11-22 10:42:24.585057,Completed,PROMO1002,131,358.0
449,2024-08-16 00:12:24.585057,Completed,,197,359.0
450,2025-03-05 15:26:24.585057,Completed,,42,360.0
451,2024-10-23 21:01:24.585057,Cancelled,,77,
452,2025-02-02 05:51:24.585057,Completed,,64,361.0
453,2025-04-02 04:45:24.585057,Completed,,41,362.0
454,2025-02-07 07:55:24.585057,Completed,PROMO1007,33,363.0
